SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,BANDING_CODES,ORDER,FAMILY_COM_NAME,4-Letter-Code (IBP),Common Name (IBP),6-Letter-Code (IBP),中文名,英文名,Common Name (BBL),4-Letter-Code (BBL),Name_Diff,Code_Diff,Common-Names,4-Letter-Code
Symposiachrus manadensis,Hooded Monarch,hoomon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Hooded Monarch,
Symposiachrus infelix,Manus Monarch,manmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Manus Monarch,
Symposiachrus menckei,Mussau Monarch,whbmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Mussau Monarch,
Symposiachrus verticalis,Bismarck Monarch,bltmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Bismarck Monarch,
Symposiachrus barbatus,Solomons Monarch,bawmon2,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Solomons Monarch,
Symposiachrus malaitae,Malaita Monarch,bawmon4,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Malaita Monarch,
Symposiachrus browni,Kolombangara Monarch,kolmon5,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Kolombangara Monarch,
Symposiachrus nigrotectus,Vella Lavella Monarch,velmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Vella Lavella Monarch,
Symposiachrus mundus,Banda Sea Monarch,blbmon2,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Banda Sea Monarch,
Symposiachrus vidua,White-collared Monarch,whcmon2,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,White-collared Monarch,
Symposiachrus guttula,Spot-winged Monarch,spwmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Spot-winged Monarch,
Arses telescopthalmus,Frilled Monarch,frimon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Frilled Monarch,
Arses lorealis,Frill-necked Monarch,frnmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Frill-necked Monarch,
Arses insularis,Ochre-collared Monarch,rucmon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Ochre-collared Monarch,
Arses telescopthalmus x insularis,Frilled x Ochre-collared Monarch (hybrid),x00813,hybrid,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Frilled x Ochre-collared Monarch (hybrid),
Arses kaupi,Pied Monarch,piemon1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Pied Monarch,
Grallina cyanoleuca,Magpie-lark,maglar1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Magpie-lark,
Grallina bruijnii,Torrent-lark,torlar1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Torrent-lark,
Myiagra erythrops,Palau Flycatcher,palfly3,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Palau Flycatcher,
Myiagra freycineti,Guam Flycatcher,guafly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Guam Flycatcher,
Myiagra pluto,Pohnpei Flycatcher,pohfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Pohnpei Flycatcher,
Myiagra oceanica,Chuuk Flycatcher,ocefly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Chuuk Flycatcher,
Myiagra atra,Biak Flycatcher,biafly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Biak Flycatcher,
Myiagra galeata,Moluccan Flycatcher,molfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Moluccan Flycatcher,
Myiagra rubecula,Leaden Flycatcher,leafly2,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Leaden Flycatcher,
Myiagra ferrocyanea,Steel-blue Flycatcher,stbfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Steel-blue Flycatcher,
Myiagra cervinicauda,Ochre-headed Flycatcher,ochfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Ochre-headed Flycatcher,
Myiagra caledonica,Melanesian Flycatcher,melfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Melanesian Flycatcher,
Myiagra vanikorensis,Vanikoro Flycatcher,vanfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Vanikoro Flycatcher,
Myiagra albiventris,Samoan Flycatcher,samfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Samoan Flycatcher,
Myiagra azureocapilla,Azure-crested Flycatcher,blcfly2,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Azure-crested Flycatcher,
Myiagra castaneigularis,Chestnut-throated Flycatcher,chtfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Chestnut-throated Flycatcher,
Myiagra ruficollis,Broad-billed Flycatcher,brbfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Broad-billed Flycatcher,
Myiagra cyanoleuca,Satin Flycatcher,satfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Satin Flycatcher,
Myiagra inquieta,Restless Flycatcher,resfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Restless Flycatcher,
Myiagra nana,Paperbark Flycatcher,papfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Paperbark Flycatcher,
Myiagra alecto,Shining Flycatcher,shifly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Shining Flycatcher,
Myiagra hebetior,Mussau Flycatcher,dulfly2,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Mussau Flycatcher,
Myiagra eichhorni,Velvet Flycatcher,velfly1,species,,Passeriformes,Monarch Flycatchers,,,,,,,,,,Velvet Flycatcher,
Corcorax melanorhamphos,White-winged Chough,whwcho1,species,,Passeriformes,White-winged Chough and Apostlebird,,,,,,,,,,White-winged Chough,
Struthidea cinerea,Apostlebird,apostl1,species,,Passeriformes,White-winged Chough and Apostlebird,,,,,,,,,,Apostlebird,
Melampitta lugubris,Lesser Melampitta,lesmel1,species,,Passeriformes,Melampittas,,,,,,,,,,Lesser Melampitta,
Megalampitta gigantea,Greater Melampitta,gremel1,species,,Passeriformes,Melampittas,,,,,,,,,,Greater Melampitta,
Platylophus galericulatus,Crested Jayshrike,crejay1,species,,Passeriformes,Crested Jayshrike,,,,,,,,,,Crested Jayshrike,
Corvinella corvina,Yellow-billed Shrike,yebshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Yellow-billed Shrike,
Urolestes melanoleucus,Magpie Shrike,magshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Magpie Shrike,
Lanius tigrinus,Tiger Shrike,tigshr1,species,,Passeriformes,Shrikes,,,,虎纹伯劳,Tiger Shrike,,,,,Tiger Shrike,
Lanius bucephalus,Bull-headed Shrike,buhshr1,species,,Passeriformes,Shrikes,,,,牛头伯劳,Bull-headed Shrike,,,,,Bull-headed Shrike,
Lanius collurio,Red-backed Shrike,rebshr1,species,RBSH,Passeriformes,Shrikes,RBSH,Red-backed Shrike,LANCOL,红背伯劳,Red-backed Shrike,,,,,Red-backed Shrike,RBSH
Lanius phoenicuroides,Red-tailed Shrike,rutshr2,species,,Passeriformes,Shrikes,,,,棕尾伯劳,Rufous-tailed Shrike,,,CNBIRD,,Red-tailed Shrike|Rufous-tailed Shrike,
Lanius collurio x phoenicuroides,Red-backed x Red-tailed Shrike (hybrid),x00860,hybrid,,Passeriformes,Shrikes,,,,,,,,,,Red-backed x Red-tailed Shrike (hybrid),
Lanius isabellinus,Isabelline Shrike,isashr1,species,,Passeriformes,Shrikes,,,,荒漠伯劳,Isabelline Shrike,,,,,Isabelline Shrike,
Lanius cristatus,Brown Shrike,brnshr,species,BROS,Passeriformes,Shrikes,BROS,Brown Shrike,LANCRI,红尾伯劳,Brown Shrike,Brown Shrike,BRSH,,BBL,Brown Shrike,BROS
Lanius tigrinus x cristatus,Tiger x Brown Shrike (hybrid),x00464,hybrid,,Passeriformes,Shrikes,,,,,,,,,,Tiger x Brown Shrike (hybrid),
Lanius collurioides,Burmese Shrike,burshr1,species,,Passeriformes,Shrikes,,,,栗背伯劳,Burmese Shrike,,,,,Burmese Shrike,
Lanius gubernator,Emin's Shrike,emishr1,species,,Passeriformes,Shrikes,,,,,,,,,,Emin's Shrike,
Lanius vittatus,Bay-backed Shrike,babshr1,species,,Passeriformes,Shrikes,,,,褐背伯劳,Bay-backed Shrike,,,,,Bay-backed Shrike,
Lanius schach,Long-tailed Shrike,lotshr1,species,,Passeriformes,Shrikes,,,,棕背伯劳,Long-tailed Shrike,,,,,Long-tailed Shrike,
Lanius tephronotus,Gray-backed Shrike,gybshr1,species,,Passeriformes,Shrikes,,,,灰背伯劳,Grey-backed Shrike,,,CNBIRD,,Gray-backed Shrike|Grey-backed Shrike,
Lanius validirostris,Mountain Shrike,gycshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Mountain Shrike,
Lanius ludovicianus,Loggerhead Shrike,logshr,species,LOSH,Passeriformes,Shrikes,LOSH,Loggerhead Shrike,LANLUD,,,Loggerhead Shrike,LOSH,,,Loggerhead Shrike,LOSH
Lanius borealis,Northern Shrike,norshr4,species,NSHR,Passeriformes,Shrikes,NSHR,Northern Shrike,LANBOR,灰伯劳,Northern Shrike,Northern Shrike,NSHR,,,Northern Shrike,NSHR
Lanius meridionalis,Iberian Gray Shrike,ibgshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Iberian Gray Shrike,
Lanius excubitor,Great Gray Shrike,norshr1,species,,Passeriformes,Shrikes,,,,西方灰伯劳,Great Grey Shrike,,,CNBIRD,,Great Gray Shrike|Great Grey Shrike,
Lanius minor,Lesser Gray Shrike,legshr2,species,,Passeriformes,Shrikes,,,,黑额伯劳,Lesser Grey Shrike,,,CNBIRD,,Lesser Gray Shrike|Lesser Grey Shrike,
Lanius sphenocercus,Chinese Gray Shrike,chgshr1,species,,Passeriformes,Shrikes,,,,楔尾伯劳,Chinese Grey Shrike,,,CNBIRD,,Chinese Gray Shrike|Chinese Grey Shrike,
Lanius giganteus,Giant Shrike,chgshr3,species,,Passeriformes,Shrikes,,,,,,,,,,Giant Shrike,
Lanius excubitoroides,Gray-backed Fiscal,gybfis1,species,,Passeriformes,Shrikes,,,,,,,,,,Gray-backed Fiscal,
Lanius cabanisi,Long-tailed Fiscal,lotfis1,species,,Passeriformes,Shrikes,,,,,,,,,,Long-tailed Fiscal,
Lanius dorsalis,Taita Fiscal,taifis1,species,,Passeriformes,Shrikes,,,,,,,,,,Taita Fiscal,
Lanius somalicus,Somali Fiscal,somfis1,species,,Passeriformes,Shrikes,,,,,,,,,,Somali Fiscal,
Lanius mackinnoni,Mackinnon's Shrike,macshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Mackinnon's Shrike,
Lanius humeralis,Northern Fiscal,norfis1,species,,Passeriformes,Shrikes,,,,,,,,,,Northern Fiscal,
Lanius collaris,Southern Fiscal,soufis1,species,,Passeriformes,Shrikes,,,,,,,,,,Southern Fiscal,
Lanius souzae,Souza's Shrike,soushr3,species,,Passeriformes,Shrikes,,,,,,,,,,Souza's Shrike,
Lanius newtoni,Newton's Fiscal,newfis1,species,,Passeriformes,Shrikes,,,,,,,,,,Newton's Fiscal,
Lanius nubicus,Masked Shrike,masshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Masked Shrike,
Lanius senator,Woodchat Shrike,wooshr1,species,,Passeriformes,Shrikes,,,,,,,,,,Woodchat Shrike,
Lanius collurio x senator,Red-backed x Woodchat Shrike (hybrid),x00861,hybrid,,Passeriformes,Shrikes,,,,,,,,,,Red-backed x Woodchat Shrike (hybrid),
Eurocephalus ruppelli,White-rumped Shrike,whrshr1,species,,Passeriformes,Shrikes,,,,,,,,,,White-rumped Shrike,
Eurocephalus anguitimens,White-crowned Shrike,whcshr1,species,,Passeriformes,Shrikes,,,,,,,,,,White-crowned Shrike,
Platysmurus leucopterus,Malayan Black Magpie,blkmag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Malayan Black Magpie,
Platysmurus aterrimus,Bornean Black Magpie,blkmag2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Bornean Black Magpie,
Perisoreus infaustus,Siberian Jay,sibjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,北噪鸦,Siberian Jay,,,,,Siberian Jay,
Perisoreus internigrans,Sichuan Jay,sicjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,黑头噪鸦,Sichuan Jay,,,,,Sichuan Jay,
Perisoreus canadensis,Canada Jay,gryjay,species,CAJA,Passeriformes,"Crows, Jays, and Magpies",CAJA,Canada Jay,PERCAN,,,Canada Jay,CAJA,,,Canada Jay,CAJA
Cyanolyca mirabilis,White-throated Jay,whtjay1,species,WTJA,Passeriformes,"Crows, Jays, and Magpies",WTJA,White-throated Jay,CYAMIR,,,,,,,White-throated Jay,WTJA
Cyanolyca nanus,Dwarf Jay,dwajay1,species,DWJA,Passeriformes,"Crows, Jays, and Magpies",DWJA,Dwarf Jay,CYANAN,,,,,,,Dwarf Jay,DWJA
Cyanolyca pumilo,Black-throated Jay,bltjay1,species,BTJA,Passeriformes,"Crows, Jays, and Magpies",BTJA,Black-throated Jay,CYAPUM,,,,,,,Black-throated Jay,BTJA
Cyanolyca argentigula,Silvery-throated Jay,sitjay1,species,STHJ,Passeriformes,"Crows, Jays, and Magpies",STHJ,Silvery-throated Jay,CYAARG,,,,,,,Silvery-throated Jay,STHJ
Cyanolyca cucullata,Azure-hooded Jay,azhjay1,species,AHJA,Passeriformes,"Crows, Jays, and Magpies",AHJA,Azure-hooded Jay,CYACUC,,,,,,,Azure-hooded Jay,AHJA
Cyanolyca pulchra,Beautiful Jay,beajay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Beautiful Jay,
Cyanolyca armillata,Black-collared Jay,blcjay2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Black-collared Jay,
Cyanolyca turcosa,Turquoise Jay,turjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Turquoise Jay,
Cyanolyca viridicyanus,White-collared Jay,whcjay2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,White-collared Jay,
Cyanocorax colliei,Black-throated Magpie-Jay,btmjay,species,BTMJ,Passeriformes,"Crows, Jays, and Magpies",BTMJ,Black-throated Magpie-Jay,CYACOL,,,,,,,Black-throated Magpie-Jay,BTMJ
Cyanocorax formosus,White-throated Magpie-Jay,wtmjay1,species,WTMJ,Passeriformes,"Crows, Jays, and Magpies",WTMJ,White-throated Magpie-Jay,CYAFOR,,,,,,,White-throated Magpie-Jay,WTMJ
Cyanocorax colliei x formosus,Black-throated x White-throated Magpie-Jay (hybrid),x00443,hybrid,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Black-throated x White-throated Magpie-Jay (hybrid),
Cyanocorax morio,Brown Jay,brnjay,species,BRJA,Passeriformes,"Crows, Jays, and Magpies",BRJA,Brown Jay,CYAMOR,,,Brown Jay,BRJA,,,Brown Jay,BRJA
Cyanocorax caeruleus,Azure Jay,azujay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Azure Jay,
Cyanocorax violaceus,Violaceous Jay,viojay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Violaceous Jay,
Cyanocorax cyanomelas,Purplish Jay,purjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Purplish Jay,
Cyanocorax cristatellus,Curl-crested Jay,cucjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Curl-crested Jay,
Cyanocorax yncas,Green Jay,grnjay,species,GRJA,Passeriformes,"Crows, Jays, and Magpies",GRJA,Green Jay,CYAYNC,,,Green Jay,GRJA,,,Green Jay,GRJA
Cyanocorax mystacalis,White-tailed Jay,whtjay2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,White-tailed Jay,
Cyanocorax melanocyaneus,Bushy-crested Jay,bucjay1,species,BCRJ,Passeriformes,"Crows, Jays, and Magpies",BCRJ,Bushy-crested Jay,CYAMEL,,,,,,,Bushy-crested Jay,BCRJ
Cyanocorax yucatanicus,Yucatan Jay,yucjay1,species,YUJA,Passeriformes,"Crows, Jays, and Magpies",YUJA,Yucatan Jay,CYAYUC,,,,,,,Yucatan Jay,YUJA
Cyanocorax beecheii,Purplish-backed Jay,pubjay1,species,PBJA,Passeriformes,"Crows, Jays, and Magpies",PBJA,Purplish-backed Jay,CYABEE,,,,,,,Purplish-backed Jay,PBJA
Cyanocorax sanblasianus,San Blas Jay,sabjay,species,SBJA,Passeriformes,"Crows, Jays, and Magpies",SBJA,San Blas Jay,CYASAN,,,,,,,San Blas Jay,SBJA
Cyanocorax dickeyi,Tufted Jay,tufjay1,species,TUJA,Passeriformes,"Crows, Jays, and Magpies",TUJA,Tufted Jay,CYADIC,,,,,,,Tufted Jay,TUJA
Cyanocorax affinis,Black-chested Jay,blcjay1,species,BCHJ,Passeriformes,"Crows, Jays, and Magpies",BCHJ,Black-chested Jay,CYAAFF,,,,,,,Black-chested Jay,BCHJ
Cyanocorax heilprini,Azure-naped Jay,aznjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Azure-naped Jay,
Cyanocorax cayanus,Cayenne Jay,cayjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Cayenne Jay,
Cyanocorax chrysops,Plush-crested Jay,plcjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Plush-crested Jay,
Cyanocorax cyanopogon,White-naped Jay,whnjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,White-naped Jay,
Gymnorhinus cyanocephalus,Pinyon Jay,pinjay,species,PIJA,Passeriformes,"Crows, Jays, and Magpies",PIJA,Pinyon Jay,GYMCYA,,,Pinyon Jay,PIJA,,,Pinyon Jay,PIJA
Cyanocitta stelleri,Steller's Jay,stejay,species,STJA,Passeriformes,"Crows, Jays, and Magpies",STJA,Steller's Jay,CYASTE,,,Steller's Jay,STJA,,,Steller's Jay,STJA
Cyanocitta cristata,Blue Jay,blujay,species,BLJA,Passeriformes,"Crows, Jays, and Magpies",BLJA,Blue Jay,CYACRI,,,Blue Jay,BLJA,,,Blue Jay,BLJA
Cyanocorax yncas x Cyanocitta cristata,Green x Blue Jay (hybrid),bxgjay1,hybrid,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Green x Blue Jay (hybrid),
Cyanocitta stelleri x cristata,Steller's x Blue Jay (hybrid),x00622,hybrid,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Steller's x Blue Jay (hybrid),
Aphelocoma coerulescens,Florida Scrub-Jay,flsjay,species,FLSJ,Passeriformes,"Crows, Jays, and Magpies",FLSJ,Florida Scrub-Jay,APHCOE,,,Florida Scrub-Jay,FLSJ,,,Florida Scrub-Jay,FLSJ
Aphelocoma insularis,Island Scrub-Jay,issjay,species,ISSJ,Passeriformes,"Crows, Jays, and Magpies",ISSJ,Island Scrub-Jay,APHINS,,,Island Scrub-Jay,ISSJ,,,Island Scrub-Jay,ISSJ
Aphelocoma californica,California Scrub-Jay,cowscj1,species,CASJ,Passeriformes,"Crows, Jays, and Magpies",CASJ,California Scrub-Jay,APHCAL,,,California Scrub-Jay,CASJ,,,California Scrub-Jay,CASJ
Cyanocitta stelleri x Aphelocoma californica,Steller's Jay x California Scrub-Jay (hybrid),x00964,hybrid,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Steller's Jay x California Scrub-Jay (hybrid),
Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,wooscj2,species,WOSJ,Passeriformes,"Crows, Jays, and Magpies",WOSJ,Woodhouse's Scrub-Jay,APHWOO,,,Woodhouse's Scrub-Jay,WOSJ,,,Woodhouse's Scrub-Jay,WOSJ
Cyanocitta stelleri x Aphelocoma woodhouseii,Steller's Jay x Woodhouse's Scrub-Jay (hybrid),x00891,hybrid,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Steller's Jay x Woodhouse's Scrub-Jay (hybrid),
Aphelocoma wollweberi,Mexican Jay,mexjay4,species,MEJA,Passeriformes,"Crows, Jays, and Magpies",MEJA,Mexican Jay,APHWOL,,,Mexican Jay,MEJA,,,Mexican Jay,MEJA
Aphelocoma ultramarina,Transvolcanic Jay,mexjay3,species,TRJA,Passeriformes,"Crows, Jays, and Magpies",TRJA,Transvolcanic Jay,APHULT,,,,,,,Transvolcanic Jay,TRJA
Aphelocoma unicolor,Unicolored Jay,unijay1,species,UNJA,Passeriformes,"Crows, Jays, and Magpies",UNJA,Unicolored Jay,APHUNI,,,,,,,Unicolored Jay,UNJA
Garrulus glandarius,Eurasian Jay,eurjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,松鸦,Eurasian Jay,,,,,Eurasian Jay,
Garrulus lanceolatus,Black-headed Jay,blhjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Black-headed Jay,
Garrulus lidthi,Lidth's Jay,lidjay1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Lidth's Jay,
Cyanopica cooki,Iberian Magpie,azwmag3,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Iberian Magpie,
Cyanopica cyanus,Azure-winged Magpie,azwmag2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,灰喜鹊,Azure-winged Magpie,,,,,Azure-winged Magpie,
Urocissa ornata,Sri Lanka Blue-Magpie,ceymag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Sri Lanka Blue-Magpie,
Urocissa caerulea,Taiwan Blue-Magpie,formag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,台湾蓝鹊,Taiwan Blue Magpie,,,,,Taiwan Blue-Magpie,
Urocissa flavirostris,Yellow-billed Blue-Magpie,gobmag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,黄嘴蓝鹊,Yellow-billed Blue Magpie,,,,,Yellow-billed Blue-Magpie,
Urocissa erythroryncha,Red-billed Blue-Magpie,rbbmag,species,,Passeriformes,"Crows, Jays, and Magpies",,,,红嘴蓝鹊,Red-billed Blue Magpie,,,,,Red-billed Blue-Magpie,
Urocissa whiteheadi,White-winged Magpie,whwmag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,白翅蓝鹊,White-winged Magpie,,,,,White-winged Magpie,
Cissa chinensis,Common Green-Magpie,gremag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,蓝绿鹊,Common Green Magpie,,,,,Common Green-Magpie,
Cissa hypoleuca,Indochinese Green-Magpie,yebmag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,印支绿鹊,Indochinese Green Magpie,,,,,Indochinese Green-Magpie,
Cissa thalassina,Javan Green-Magpie,shtmag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Javan Green-Magpie,
Cissa jefferyi,Bornean Green-Magpie,borgrm1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Bornean Green-Magpie,
Dendrocitta vagabunda,Rufous Treepie,ruftre2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,棕腹树鹊,Rufous Treepie,,,,,Rufous Treepie,
Dendrocitta formosae,Gray Treepie,grytre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,灰树鹊,Grey Treepie,,,CNBIRD,,Gray Treepie|Grey Treepie,
Dendrocitta occipitalis,Sumatran Treepie,sumtre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Sumatran Treepie,
Dendrocitta cinerascens,Bornean Treepie,bortre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Bornean Treepie,
Dendrocitta leucogastra,White-bellied Treepie,whbtre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,White-bellied Treepie,
Dendrocitta frontalis,Collared Treepie,coltre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,黑额树鹊,Collared Treepie,,,,,Collared Treepie,
Dendrocitta bayleii,Andaman Treepie,andtre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Andaman Treepie,
Crypsirina temia,Racket-tailed Treepie,rattre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Racket-tailed Treepie,
Crypsirina cucullata,Hooded Treepie,hootre1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Hooded Treepie,
Temnurus temnurus,Ratchet-tailed Treepie,rattre2,species,,Passeriformes,"Crows, Jays, and Magpies",,,,塔尾树鹊,Ratchet-tailed Treepie,,,,,Ratchet-tailed Treepie,
Pica mauritanica,Maghreb Magpie,eurmag3,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Maghreb Magpie,
Pica asirensis,Asir Magpie,eurmag5,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Asir Magpie,
Pica bottanensis,Black-rumped Magpie,eurmag6,species,,Passeriformes,"Crows, Jays, and Magpies",,,,青藏喜鹊,Black-rumped Magpie,,,,,Black-rumped Magpie,
Pica serica,Oriental Magpie,orimag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,喜鹊,Oriental Magpie,,,,,Oriental Magpie,
Pica pica,Eurasian Magpie,eurmag1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,欧亚喜鹊,Eurasian Magpie,,,,,Eurasian Magpie,
Pica hudsonia,Black-billed Magpie,bkbmag1,species,BBMA,Passeriformes,"Crows, Jays, and Magpies",BBMA,Black-billed Magpie,PICHUD,,,Black-billed Magpie,BBMA,,,Black-billed Magpie,BBMA
Pica nuttalli,Yellow-billed Magpie,yebmag,species,YBMA,Passeriformes,"Crows, Jays, and Magpies",YBMA,Yellow-billed Magpie,PICNUT,,,Yellow-billed Magpie,YBMA,,,Yellow-billed Magpie,YBMA
Zavattariornis stresemanni,Ethiopian Bushcrow,stbcro1,species,,Passeriformes,"Crows, Jays, and Magpies",,,,,,,,,,Ethiopian Bushcrow,
